,TT211.SP,VCH4.OP,ACH4.op,EACH4.OP,TE201ST.OP,B201HZ.OP,B301HZ.OP,FCV401.OP,FV202.OP,T1STMAN.OP,T2STMAN.OP,cv202.OP,cv205.OP,cv204.OP,cv207.OP,FI201A.PV,OIL.PV,OISUML.PV,FI202B.PV,FI202A.PV,TT211.PV,TGB1.PV,TT207.PV,TT206.PV,TT204.PV,TT203.PV,TE202.PV,HFV202.PV,HFV202TOTAL.PV
33,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.467308,90.000000,90.000000,1,0,0,1,100998.999100,269.754700,0.0,23354.076821,79345.222896,929.018040,904.898094,639.532178,102.774544,523.861729,78.417231,43.381015,10061.197451,942.941103
34,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.466344,90.000000,90.000000,1,0,0,1,100994.847803,269.755233,0.0,23283.446133,79099.872038,928.900118,905.464814,641.673358,103.068649,522.058737,78.180541,43.605340,10124.398435,970.949456
35,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.464400,90.000000,90.000000,1,0,0,1,100990.896905,269.755808,0.0,23209.081790,78843.625610,928.754233,905.993772,643.809118,103.362785,520.269428,77.945511,43.828343,10184.415056,999.126916
36,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.461412,90.000000,90.000000,1,0,0,1,100987.185832,269.756152,0.0,23173.791226,78721.864754,928.578817,906.479722,645.939123,103.656934,518.493536,77.712108,44.049936,10259.134904,1027.510261
37,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.457334,90.000000,90.000000,1,0,0,1,100983.751606,269.756304,0.0,23167.593637,78700.710592,928.372753,906.923425,648.045507,103.947441,516.731151,77.480359,44.270029,10343.563265,1056.128759
38,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.452139,90.000000,90.000000,1,0,0,1,100980.628482,269.756295,0.0,23182.999320,78754.766487,928.135534,907.325757,650.130987,104.234949,514.982320,77.250287,44.488542,10433.696189,1085.000277
39,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.445814,90.000000,90.000000,1,0,0,1,100977.847604,269.756154,0.0,23214.389340,78864.998460,927.867129,907.687692,652.197674,104.519964,513.246970,77.021893,44.705397,10526.290703,1114.133449
40,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.438362,90.000000,90.000000,1,0,0,1,100975.436698,269.755902,0.0,23257.549815,79017.142046,927.567880,908.010291,654.247224,104.802885,511.524933,76.795160,44.920531,10618.694267,1143.529349
41,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.429793,90.000000,90.000000,1,0,0,1,100973.419801,269.755558,0.0,23309.322177,79200.510458,927.238422,908.294693,656.280962,105.084039,509.815970,76.570058,45.133887,10708.718365,1173.182808
42,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.420126,90.000000,90.000000,1,0,0,1,100971.817015,269.755139,0.0,23367.340531,79407.099800,926.879621,908.542098,658.299967,105.363694,508.119787,76.346545,45.345420,10794.545040,1203.083456
