,TT211.SP,VCH4.OP,ACH4.op,EACH4.OP,TE201ST.OP,B201HZ.OP,B301HZ.OP,FCV401.OP,FV202.OP,T1STMAN.OP,T2STMAN.OP,cv202.OP,cv205.OP,cv204.OP,cv207.OP,FI201A.PV,OIL.PV,OISUML.PV,FI202B.PV,FI202A.PV,TT211.PV,TGB1.PV,TT207.PV,TT206.PV,TT204.PV,TT203.PV,TE202.PV,HFV202.PV,HFV202TOTAL.PV
43,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.409387,90.000000,90.000000,1,0,0,1,100970.644314,269.754658,0.0,23429.834396,79630.917822,926.492525,908.753757,660.305131,105.642074,506.436051,76.124574,45.555095,10874.658008,1233.216567
44,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.397606,90.000000,90.000000,1,0,0,1,100969.913387,269.754126,0.0,23495.480547,79867.480405,926.078320,908.930960,662.297211,105.919373,504.764398,75.904092,45.762887,10947.792076,1263.563768
45,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.384818,90.000000,90.000000,1,0,0,1,100969.631516,269.753551,0.0,23563.291716,80113.433840,925.638304,909.075028,664.276859,106.195760,503.104443,75.685040,45.968780,11012.896146,1294.103628
46,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.371128,90.000000,90.000000,1,0,0,1,100969.801511,269.753206,0.0,23592.010539,80228.377603,925.175850,909.191798,666.244650,106.471385,501.455790,75.467357,46.172776,11050.200500,1324.764878
47,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.356634,90.000000,90.000000,1,0,0,1,100970.421678,269.753055,0.0,23591.258043,80244.918754,924.694070,909.282875,668.217898,106.749939,499.817716,75.250924,46.374899,11063.767453,1355.480785
48,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.341419,90.000000,90.000000,1,0,0,1,100971.485836,269.753063,0.0,23568.263708,80187.511567,924.195659,909.349789,670.193876,107.030924,498.189517,75.035620,46.575190,11056.718957,1386.193428
49,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.325558,90.000000,90.000000,1,0,0,1,100972.983380,269.753205,0.0,23528.461295,80074.494538,923.682994,909.394007,672.170891,107.313988,496.570583,74.821345,46.773701,11031.487775,1416.851719
50,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.309117,90.000000,90.000000,1,0,0,1,100974.899386,269.753457,0.0,23475.936065,79919.619798,923.158210,909.416943,674.147705,107.598882,494.960374,74.608009,46.970495,10990.007671,1447.409964
51,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.292160,90.000000,90.000000,1,0,0,1,100977.214756,269.753800,0.0,23413.760545,79733.198301,922.623250,909.419963,676.123421,107.885435,493.358411,74.395534,47.165637,10933.856962,1477.826844
52,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.274742,90.000000,90.000000,1,0,0,1,100979.906407,269.754219,0.0,23344.246587,79522.959199,922.079904,909.404385,678.097396,108.173539,491.764259,74.183851,47.359198,10864.366354,1508.064699
53,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.256916,90.000000,90.000000,1,0,0,1,100982.947505,269.754700,0.0,23269.134576,79294.694425,921.529827,909.371478,680.069168,108.463125,490.177524,73.972896,47.551250,10782.699352,1538.089047
54,0.0,1.200000,16100000.000000,108000.000000,30.000000,40.000000,40.000000,0.000000,43.238732,90.000000,90.000000,1,0,0,1,100986.307724,269.755233,0.0,23189.735446,79052.742129,920.974556,909.322465,682.038409,108.754157,488.597848,73.762612,47.741868,10689.911621,1567.868272
